Query,RetrievedDocuments
40591.query,VOM19980528.0900.0006 VOM19980520.0700.0129 VOM19980520.0900.0115 VOM19980520.0730.0078 VOM19980529.0730.0003 
40592.query,VOM19980603.0730.0115 VOM19980306.0700.0507 VOM19980619.0700.0307 VOM19980222.0700.2119 VOM19980224.0700.0719 
40593.query,VOM19980529.0700.0100 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980605.0900.0007 VOM19980605.0730.0003 
40594.query,VOM19980528.0900.0006 VOM19980529.0730.0003 VOM19980529.0730.0003 VOM19980529.0700.0041 VOM19980304.0900.0276 
40595.query,VOM19980528.0900.0169 VOM19980612.0700.0331 VOM19980501.0700.0214 VOM19980612.0730.0151 VOM19980612.0730.0151 
40596.query,VOM19980531.0700.0120 VOM19980529.0700.0100 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980612.0700.0080 
40597.query,VOM19980612.0700.0080 VOM19980606.0700.0150 VOM19980606.0730.0028 VOM19980520.0730.0078 VOM19980520.0900.0115 
40598.query,VOM19980605.0900.0007 VOM19980605.0730.0003 VOM19980605.0700.0097 VOM19980606.0700.0098 VOM19980530.0700.0107 
40599.query,VOM19980606.0700.0098 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980605.0700.0097 VOM19980530.0730.0003 
40600.query,VOM19980509.0700.0089 VOM19980509.0730.0027 VOM19980526.0900.0186 VOM19980526.0700.0342 VOM19980526.0730.0131 
40601.query,VOM19980624.0700.0523 VOM19980529.0730.0003 VOM19980529.0730.0003 VOM19980529.0700.0041 VOM19980520.0730.0078 
40602.query,VOM19980603.0700.0103 VOM19980529.0700.0100 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980319.0900.2169 
40603.query,VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980603.0700.0103 VOM19980529.0700.0100 VOM19980319.0900.2169 
40604.query,VOM19980526.0700.0133 VOM19980602.0900.0005 VOM19980515.0730.0097 VOM19980515.0700.0170 VOM19980603.0700.0103 
40605.query,VOM19980624.0730.0117 VOM19980515.0700.0170 VOM19980527.0730.0043 VOM19980527.0730.0043 VOM19980626.0900.0156 
40606.query,VOM19980520.0700.0074 VOM19980605.0900.0007 VOM19980527.0700.0094 VOM19980515.0700.0170 VOM19980527.0730.0079 
40607.query,VOM19980505.0700.0481 VOM19980505.0700.0481 VOM19980506.0700.0316 VOM19980604.0730.0143 VOM19980604.0730.0143 
40608.query,VOM19980503.0700.0524 VOM19980503.0730.0272 VOM19980220.0700.2656 VOM19980526.0900.0034 VOM19980520.0900.0218 
40609.query,VOM19980605.0900.0007 VOM19980605.0730.0003 VOM19980605.0700.0097 VOM19980520.0700.0074 VOM19980603.0700.0103 
40610.query,VOM19980605.0900.0007 VOM19980603.0700.0103 VOM19980605.0730.0003 VOM19980520.0900.0115 VOM19980520.0900.0081 
40611.query,VOM19980312.0900.1868 VOM19980312.0900.0274 VOM19980520.0700.0074 VOM19980529.0730.0042 VOM19980529.0730.0042 
40612.query,VOM19980606.0700.0150 VOM19980606.0730.0028 VOM19980520.0900.0081 VOM19980505.0700.0481 VOM19980505.0700.0481 
40613.query,VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980605.0900.0007 VOM19980603.0700.0103 VOM19980520.0700.0074 
40614.query,VOM19980527.0700.0163 VOM19980527.0730.0079 VOM19980520.0700.0074 VOM19980612.0700.0080 VOM19980529.0730.0042 
40615.query,VOM19980522.0730.0122 VOM19980522.0730.0122 VOM19980529.0700.0041 VOM19980604.0730.0143 VOM19980604.0730.0143 
40616.query,VOM19980515.0730.0097 VOM19980515.0700.0170 VOM19980515.0900.0047 VOM19980527.0700.0094 VOM19980619.0730.0035 
40617.query,VOM19980605.0900.0007 VOM19980529.0700.0168 VOM19980526.0900.0034 VOM19980526.0700.0133 VOM19980529.0730.0042 
40618.query,VOM19980523.0700.0312 VOM19980528.0900.0006 VOM19980530.0700.0037 VOM19980602.0900.0005 VOM19980511.0900.0244 
40619.query,VOM19980406.0900.0044 VOM19980327.0900.2062 VOM19980529.0700.0168 VOM19980605.0900.0007 VOM19980515.0700.0170 
40620.query,VOM19980527.0700.0094 VOM19980515.0730.0097 VOM19980511.0900.0244 VOM19980515.0700.0170 VOM19980520.0700.0074 
40621.query,VOM19980605.0730.0003 VOM19980520.0700.0074 VOM19980605.0900.0007 VOM19980612.0730.0039 VOM19980520.0900.0081 
40622.query,VOM19980616.0700.0538 VOM19980603.0700.0545 VOM19980610.0730.0140 VOM19980316.0700.0649 VOM19980604.0900.0246 
40623.query,VOM19980527.0900.0188 VOM19980521.0700.0544 VOM19980520.0700.0074 VOM19980612.0700.0080 VOM19980612.0730.0039 
40624.query,VOM19980520.0700.0074 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980605.0730.0003 VOM19980605.0900.0007 
40625.query,VOM19980520.0700.0074 VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980520.0900.0081 VOM19980529.0700.0100 
40626.query,VOM19980319.0700.0108 VOM19980319.0900.1855 VOM19980527.0700.0094 VOM19980319.0900.0095 VOM19980604.0700.0269 
40627.query,VOM19980520.0700.0074 VOM19980605.0900.0007 VOM19980605.0730.0003 VOM19980612.0730.0039 VOM19980529.0700.0100 
40628.query,VOM19980605.0900.0007 VOM19980605.0730.0003 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980520.0700.0074 
40629.query,VOM19980520.0700.0074 VOM19980527.0700.0163 VOM19980605.0730.0003 VOM19980527.0730.0079 VOM19980605.0900.0007 
40630.query,VOM19980605.0730.0003 VOM19980605.0900.0007 VOM19980604.0730.0143 VOM19980604.0730.0143 VOM19980604.0700.0269 
40631.query,VOM19980520.0700.0074 VOM19980529.0700.0100 VOM19980527.0700.0163 VOM19980527.0730.0079 VOM19980607.0700.0045 
40632.query,VOM19980529.0700.0168 VOM19980520.0700.0074 VOM19980531.0700.0120 VOM19980605.0900.0007 VOM19980529.0730.0042 
40633.query,VOM19980520.0700.0074 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980527.0700.0094 VOM19980529.0700.0041 
40634.query,VOM19980515.0900.0047 VOM19980319.0700.0108 VOM19980527.0700.0094 VOM19980604.0730.0143 VOM19980604.0730.0143 
40635.query,VOM19980505.0700.0481 VOM19980505.0700.0481 VOM19980520.0700.0074 VOM19980529.0730.0042 VOM19980529.0730.0042 
40636.query,VOM19980520.0700.0074 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980605.0900.0007 VOM19980529.0700.0100 
40637.query,VOM19980605.0900.0007 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980605.0730.0003 VOM19980520.0700.0074 
40638.query,VOM19980520.0700.0074 VOM19980527.0700.0163 VOM19980527.0730.0079 VOM19980607.0730.0002 VOM19980612.0730.0039 
40639.query,VOM19980311.0700.0357 VOM19980605.0700.0560 VOM19980605.0700.0097 VOM19980522.0730.0037 VOM19980522.0730.0037 
40640.query,VOM19980520.0700.0074 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980529.0700.0100 VOM19980526.0900.0034 
40641.query,VOM19980520.0700.0074 VOM19980612.0730.0039 VOM19980520.0730.0039 VOM19980612.0700.0080 VOM19980520.0900.0081 
40642.query,VOM19980526.0730.0039 VOM19980520.0700.0074 VOM19980526.0900.0034 VOM19980529.0700.0041 VOM19980527.0700.0094 
40643.query,VOM19980520.0700.0074 VOM19980529.0700.0100 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980605.0900.0007 
40644.query,VOM19980619.0730.0035 VOM19980527.0730.0079 VOM19980527.0700.0163 VOM19980527.0700.0094 VOM19980515.0700.0170 
40645.query,VOM19980529.0700.0100 VOM19980531.0700.0120 VOM19980607.0700.0045 VOM19980603.0700.0103 VOM19980527.0700.0163 
40646.query,VOM19980520.0700.0074 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980605.0730.0003 VOM19980605.0900.0007 
40647.query,VOM19980529.0700.0100 VOM19980529.0730.0042 VOM19980529.0730.0042 VOM19980520.0700.0074 VOM19980605.0900.0007 
40648.query,VOM19980521.0730.0029 VOM19980521.0730.0029 VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980521.0730.0004 
40649.query,VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980501.0700.0148 VOM19980521.0730.0004 VOM19980521.0730.0004 
40650.query,VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980303.0900.1975 VOM19980303.0700.0393 VOM19980501.0700.0148 
40651.query,VOM19980304.0700.0271 VOM19980304.0900.0211 VOM19980521.0730.0004 VOM19980521.0730.0004 VOM19980501.0700.0148 
40652.query,VOM19980522.0700.0037 VOM19980522.0730.0004 VOM19980522.0730.0004 VOM19980304.0700.0271 VOM19980304.0900.0211 
40653.query,VOM19980611.0900.0042 VOM19980228.0700.1896 VOM19980611.0730.0156 VOM19980623.0700.0314 VOM19980603.0700.0282 
40654.query,VOM19980522.0730.0004 VOM19980522.0730.0004 VOM19980304.0900.0211 VOM19980304.0700.0271 VOM19980228.0700.1896 
40655.query,VOM19980303.0900.1975 VOM19980228.0700.1896 VOM19980303.0700.0393 VOM19980611.0730.0156 VOM19980611.0900.0042 
40656.query,VOM19980314.0700.0239 VOM19980314.0700.1911 VOM19980305.0700.0354 VOM19980303.0700.0281 VOM19980223.0700.1730 
40657.query,VOM19980319.0700.0108 VOM19980319.0900.3295 VOM19980319.0900.0095 VOM19980319.0900.1855 VOM19980319.0700.2216 
40658.query,VOM19980506.0700.0042 VOM19980506.0900.0006 VOM19980527.0700.0388 VOM19980609.0900.0176 VOM19980616.0730.0217 
40659.query,VOM19980506.0700.0042 VOM19980506.0900.0006 VOM19980527.0700.0388 VOM19980609.0900.0176 VOM19980616.0730.0217 
40660.query,VOM19980506.0700.0042 VOM19980507.0700.0242 VOM19980506.0900.0006 VOM19980508.0700.0362 VOM19980509.0700.0089 
40661.query,VOM19980509.0730.0027 VOM19980509.0700.0089 VOM19980510.0700.0040 VOM19980507.0700.0242 VOM19980508.0900.0007 
40662.query,VOM19980506.0700.0042 VOM19980506.0900.0006 VOM19980507.0700.0242 VOM19980507.0730.0066 VOM19980507.0900.0040 
40663.query,VOM19980509.0700.0089 VOM19980509.0730.0027 VOM19980506.0900.0006 VOM19980506.0700.0042 VOM19980510.0700.0040 
40664.query,VOM19980509.0700.0089 VOM19980506.0700.0042 VOM19980509.0730.0027 VOM19980508.0700.0362 VOM19980506.0900.0006 
40665.query,VOM19980507.0730.0066 VOM19980614.0700.0458 VOM19980507.0900.0040 VOM19980506.0700.0042 VOM19980506.0900.0006 
40666.query,VOM19980506.0700.0042 VOM19980507.0730.0066 VOM19980605.0700.0290 VOM19980506.0900.0006 VOM19980507.0900.0040 
40667.query,VOM19980509.0700.0089 VOM19980509.0730.0027 VOM19980507.0700.0242 VOM19980508.0900.0007 VOM19980508.0700.0421 
40668.query,VOM19980509.0700.0089 VOM19980509.0730.0027 VOM19980507.0700.0242 VOM19980510.0700.0040 VOM19980506.0900.0006 
40669.query,VOM19980507.0900.0040 VOM19980507.0730.0066 VOM19980507.0700.0242 VOM19980506.0900.0006 VOM19980616.0730.0217 
40670.query,VOM19980506.0700.0042 VOM19980507.0700.0242 VOM19980504.0700.0025 VOM19980508.0700.0362 VOM19980427.0900.0219 
40671.query,VOM19980506.0700.0042 VOM19980505.0900.0005 VOM19980507.0700.0242 VOM19980507.0900.0040 VOM19980504.0700.0025 
40672.query,VOM19980504.0730.0002 VOM19980504.0730.0002 VOM19980507.0700.0242 VOM19980504.0700.0025 VOM19980506.0700.0042 
40673.query,VOM19980507.0700.0242 VOM19980509.0730.0027 VOM19980509.0700.0089 VOM19980506.0900.0006 VOM19980504.0700.0025 
40674.query,VOM19980507.0700.0521 VOM19980529.0700.0334 VOM19980529.0900.0148 VOM19980529.0730.0148 VOM19980326.0700.2359 
40675.query,VOM19980507.0700.0521 VOM19980529.0900.0148 VOM19980529.0730.0148 VOM19980529.0700.0334 VOM19980511.0700.0039 
40676.query,VOM19980507.0700.0521 VOM19980529.0700.0334 VOM19980529.0900.0148 VOM19980529.0730.0148 VOM19980511.0700.0039 
40677.query,VOM19980413.0900.0234 VOM19980630.0900.0230 VOM19980224.0900.2290 VOM19980508.0700.0549 VOM19980227.0900.2836 
40678.query,VOM19980224.0900.2290 VOM19980507.0700.0521 VOM19980529.0730.0148 VOM19980529.0900.0148 VOM19980511.0700.0039 
40679.query,VOM19980507.0700.0521 VOM19980529.0900.0148 VOM19980529.0730.0148 VOM19980529.0700.0334 VOM19980511.0900.0004 
40680.query,VOM19980605.0700.0440 VOM19980606.0700.0354 VOM19980605.0730.0276 VOM19980603.0900.0074 VOM19980603.0730.0280 
40681.query,VOM19980220.0700.2814 VOM19980529.0700.0392 VOM19980223.0900.3535 VOM19980220.0700.0707 VOM19980220.0900.3559 
40682.query,VOM19980220.0700.2814 VOM19980529.0700.0392 VOM19980220.0700.0707 VOM19980223.0700.1511 VOM19980406.0900.0044 
40683.query,VOM19980220.0700.2814 VOM19980220.0700.0707 VOM19980529.0700.0392 VOM19980406.0900.0044 VOM19980407.0900.0230 
40684.query,VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980316.0900.0320 VOM19980223.0700.1511 
40685.query,VOM19980221.0700.3085 VOM19980316.0900.0320 VOM19980224.0900.3022 VOM19980319.0900.2245 VOM19980220.0900.3559 
40686.query,VOM19980220.0700.2814 VOM19980220.0700.0707 VOM19980619.0700.0464 VOM19980619.0900.0252 VOM19980223.0700.1511 
40687.query,VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 
40688.query,VOM19980220.0700.0707 VOM19980220.0700.2814 VOM19980619.0730.0212 VOM19980619.0700.0464 VOM19980619.0900.0252 
40689.query,VOM19980221.0700.3085 VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980223.0700.1511 
40690.query,VOM19980220.0700.0707 VOM19980620.0700.0552 VOM19980612.0730.0286 VOM19980606.0700.0562 VOM19980613.0700.0555 
40691.query,VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980223.0700.1511 
40692.query,VOM19980223.0700.1511 VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980221.0700.3085 
40693.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980223.0700.1511 
40694.query,VOM19980220.0700.2814 VOM19980612.0730.0286 VOM19980220.0700.0707 VOM19980606.0700.0562 VOM19980620.0700.0552 
40695.query,VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980223.0700.1511 
40696.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980220.0700.0707 
40697.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980224.0900.3022 VOM19980223.0700.1511 
40698.query,VOM19980220.0900.3559 VOM19980612.0730.0286 VOM19980613.0700.0555 VOM19980620.0700.0552 VOM19980220.0700.2814 
40699.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980220.0900.3559 VOM19980612.0730.0286 
40700.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980220.0900.3559 
40701.query,VOM19980220.0700.2814 VOM19980223.0700.1511 VOM19980220.0700.0707 VOM19980617.0900.0240 VOM19980224.0900.3022 
40702.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980529.0700.0392 VOM19980224.0900.3022 
40703.query,VOM19980221.0700.3085 VOM19980316.0900.0320 VOM19980224.0900.3022 VOM19980314.0700.0818 VOM19980630.0900.0230 
40704.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980220.0700.0707 VOM19980224.0900.3022 
40705.query,VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980223.0700.1511 
40706.query,VOM19980221.0700.3085 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980223.0700.1511 
40707.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980220.0700.0707 
40708.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980224.0900.3022 
40709.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980220.0900.3559 VOM19980613.0700.0555 
40710.query,VOM19980221.0700.3085 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980403.0700.2289 
40711.query,VOM19980221.0700.3085 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980223.0700.1511 
40712.query,VOM19980220.0700.2814 VOM19980620.0700.0552 VOM19980612.0730.0286 VOM19980613.0700.0555 VOM19980220.0900.3559 
40713.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980530.0700.0512 VOM19980220.0700.0707 
40714.query,VOM19980220.0700.2814 VOM19980529.0700.0392 VOM19980221.0700.3085 VOM19980407.0900.0230 VOM19980325.0900.3506 
40715.query,VOM19980220.0700.2814 VOM19980620.0700.0552 VOM19980606.0700.0562 VOM19980612.0730.0286 VOM19980613.0700.0555 
40716.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980618.0900.0204 VOM19980618.0700.0315 VOM19980224.0900.3022 
40717.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980613.0700.0555 
40718.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980403.0700.2289 VOM19980613.0700.0555 VOM19980612.0730.0286 
40719.query,VOM19980612.0730.0286 VOM19980620.0700.0552 VOM19980613.0700.0555 VOM19980606.0700.0562 VOM19980630.0700.0507 
40720.query,VOM19980221.0700.3085 VOM19980220.0700.2814 VOM19980220.0700.0707 VOM19980530.0730.0266 VOM19980530.0700.0512 
40721.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980529.0700.0392 VOM19980220.0900.3559 VOM19980220.0700.0707 
40722.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980224.0900.3022 
40723.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980613.0700.0555 VOM19980627.0700.0572 
40724.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980224.0900.3022 
40725.query,VOM19980612.0730.0286 VOM19980620.0700.0552 VOM19980606.0700.0562 VOM19980613.0700.0555 VOM19980630.0700.0507 
40726.query,VOM19980224.0900.3022 VOM19980221.0700.3085 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980223.0700.1511 
40727.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980223.0700.1511 
40728.query,VOM19980620.0730.0173 VOM19980620.0700.0287 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980224.0900.3022 
40729.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980502.0730.0233 VOM19980502.0700.0400 
40730.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980613.0700.0555 VOM19980224.0900.3022 VOM19980612.0730.0286 
40731.query,VOM19980220.0700.2814 VOM19980220.0700.0707 VOM19980612.0730.0286 VOM19980221.0700.3085 VOM19980613.0700.0555 
40732.query,VOM19980620.0700.0552 VOM19980612.0730.0286 VOM19980613.0700.0555 VOM19980606.0700.0562 VOM19980630.0700.0507 
40733.query,VOM19980221.0700.3085 VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980223.0700.1511 
40734.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0700.0707 VOM19980224.0900.3022 VOM19980220.0900.3559 
40735.query,VOM19980612.0730.0286 VOM19980620.0700.0552 VOM19980613.0700.0555 VOM19980606.0700.0562 VOM19980220.0700.0707 
40736.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980220.0700.0707 
40737.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0700.0707 
40738.query,VOM19980612.0730.0286 VOM19980620.0700.0552 VOM19980613.0700.0555 VOM19980606.0700.0562 VOM19980220.0700.0707 
40739.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980627.0700.0572 VOM19980613.0700.0555 VOM19980220.0700.0707 
40740.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980325.0900.3506 VOM19980220.0700.0707 VOM19980613.0700.0555 
40741.query,VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0900.3559 VOM19980220.0700.2814 VOM19980221.0700.3085 
40742.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980221.0700.3085 VOM19980223.0700.1511 
40743.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980221.0700.3085 VOM19980223.0700.1511 
40744.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0700.0707 
40745.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0700.0707 
40746.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980221.0700.3085 VOM19980325.0900.3506 
40747.query,VOM19980220.0700.2814 VOM19980612.0730.0286 VOM19980613.0700.0555 VOM19980220.0900.3559 VOM19980221.0700.3085 
40748.query,VOM19980221.0700.3085 VOM19980303.0700.0655 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 
40749.query,VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980303.0700.0655 VOM19980325.0900.3506 VOM19980221.0700.3085 
40750.query,VOM19980220.0700.2814 VOM19980427.0900.0190 VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980407.0900.0012 
40751.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980220.0700.0707 VOM19980221.0700.3085 
40752.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980220.0700.0707 
40753.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980627.0700.0572 VOM19980220.0900.3559 VOM19980403.0700.2289 
40754.query,VOM19980220.0700.2814 VOM19980301.0700.0393 VOM19980613.0700.0555 VOM19980220.0700.0707 VOM19980627.0700.0572 
40755.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980227.0900.2836 VOM19980224.0900.3022 VOM19980327.0900.3463 
40756.query,VOM19980220.0700.2814 VOM19980301.0700.0393 VOM19980613.0700.0555 VOM19980627.0700.0572 VOM19980312.0900.2058 
40757.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980403.0700.2289 
40758.query,VOM19980220.0700.2814 VOM19980613.0700.0555 VOM19980221.0700.3085 VOM19980612.0730.0286 VOM19980620.0700.0552 
40759.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980221.0700.3085 VOM19980220.0700.0707 
40760.query,VOM19980529.0700.0392 VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980407.0900.0230 VOM19980223.0700.1511 
40761.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980220.0700.0707 VOM19980224.0900.3022 
40762.query,VOM19980529.0700.0392 VOM19980220.0700.2814 VOM19980407.0900.0230 VOM19980317.0700.2928 VOM19980317.0700.0510 
40763.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980220.0700.0707 
40764.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0700.0707 
40765.query,VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0900.3559 VOM19980220.0700.2814 VOM19980223.0900.3535 
40766.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980220.0700.2814 VOM19980221.0700.3085 
40767.query,VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 
40768.query,VOM19980220.0700.2814 VOM19980619.0730.0249 VOM19980220.0700.0321 VOM19980226.0900.0212 VOM19980605.0700.0528 
40769.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980220.0700.2814 VOM19980221.0700.3085 
40770.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980403.0700.2289 VOM19980416.0900.0171 
40771.query,VOM19980223.0700.1511 VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980403.0900.1941 
40772.query,VOM19980220.0700.2814 VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980221.0700.3085 
40773.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980403.0900.1941 VOM19980228.0700.0851 
40774.query,VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980223.0900.3535 
40775.query,VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980220.0700.2814 
40776.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 
40777.query,VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980403.0700.2289 
40778.query,VOM19980223.0700.1511 VOM19980303.0700.0179 VOM19980304.0700.0871 VOM19980226.0900.0170 VOM19980613.0730.0072 
40779.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980325.0900.3506 VOM19980223.0700.1511 
40780.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 
40781.query,VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980221.0700.3085 VOM19980224.0900.3022 VOM19980220.0700.0707 
40782.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980223.0900.3535 VOM19980220.0900.3559 
40783.query,VOM19980220.0700.2814 VOM19980221.0700.3085 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980403.0700.2289 
40784.query,VOM19980223.0700.1511 VOM19980220.0900.3559 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980223.0900.3535 
40785.query,VOM19980223.0700.1511 VOM19980224.0900.3022 VOM19980220.0700.2814 VOM19980220.0900.3559 VOM19980220.0700.0707 
40786.query,VOM19980224.0900.3022 VOM19980223.0700.1511 VOM19980403.0700.2289 VOM19980220.0900.3559 VOM19980220.0700.2814 
40787.query,VOM19980220.0700.2814 VOM19980224.0900.3022 VOM19980220.0900.3559 VOM19980223.0700.1511 VOM19980221.0700.3085 
